144b ^ Regnum tuum, Dómine, regnum omnium saeculōrum ^ Thy kingdom, O Lord, is a kingdom of all generations
145 ^ Laudābō Dóminum in vītā meā ^ I will praise the Lord in my life
146 ^ Deo nostrō sit jūcunda, decōraque laudātiō.
