$V Misereātur nostrī omnipotens Deus, dīsmissīs peccātīs nostrīs, perdūcat nōs ad vītam aeternam. ^ May almighty God have mercy on us, forgive us our sins, and bring us to life everlasting.
$R Āmen. ^ Amen.
$V Indulgentiam, absolūtiōnem, et remissiōnem peccātōrum nostrōrum tribuat nōbīs omnipotens et misericors Dominus. ^ May the almighty and merciful Lord grant us pardon, absolution, and remissdon of our sins.
$R Āmen. ^ Amen.
