Alma Redemptōris Māter, quae pervia caelī porta manēs et stella maris, succurre cadentī, surgere quī cūrat, populō. ^ Kind mother of the Redeemer, who remaineth the open gate of heaven and the star of the sea, help the falling people who seek to rise.
Tū quae genuistī, nātūrā mīrante, tuum sānctum genitōrem, Virgō prius ac posterius, Gabriēlis ab ōre sūmēns illud avē, peccātōrum miserēre. ^ Thou who hast born, while nature marveled, thy holy creator, Virgin before and after, hearing the greeting from Gabriel’s lips, have mercy on sinners.
