Tu autem in nōbīs es, Domine, et nōmen sanctum tuum invocātum est super nōs; nē dērelinquās nos, Domine, Deus noster. ^ But thou, O Lord, art among us, and thy name is called upon by us: forsake us not, O Lord our God.
$R Deō grātiās. ^ Thanks be to God.
$V Custōdī nōs, Domine, ut pūpillam oculī. ^ Keep us, O Lord, as the apple of thine eye.
$R Sub umbra ālārum tuārum prōtege nōs. ^ Protect us under the shadow of thy wings.
